Link,Summary
https://www.upes.ac.in/faculty/school-of-health-sciences-and-technology/dr-rohini-verma,"Dr. Rohini Verma is an Assistant Professor at the School of Health Sciences and Technology, UPES, with 8 years of experience in natural products. Dr. Rohini Verma earned a master's degree and a Ph.D. from the National Institute of Pharmaceutical Education and Research (NIPER), focusing on drug discovery and phytopharmaceutical development. Dr. Rohini Verma previously worked at OmniActive Health Technologies, specializing in herbal phytopharmaceuticals. Dr. Rohini Verma has published in respected journals and actively engages in student-centered learning, emphasizing practical application in her courses on herbal drug technology and pharmacognosy. Contact Dr. Rohini Verma at rohini.verma@ddn.upes.ac.in."
https://www.upes.ac.in/ma-journalism-and-mass-communication,"The MA Journalism and Mass Communication (Digital) program at UPES is a two-year course comprising four semesters, focusing on digital media in journalism. The curriculum balances theory and practical application, covering media writing, communication skills, and digital media production. Students benefit from industry expert involvement, hands-on training, and state-of-the-art facilities. Graduates can pursue careers as digital content creators, multimedia journalists, and social media managers. UPES has strong placement ties with top media organizations, offering salaries ranging from INR 4-10 lakh per annum. Eligibility includes 50% in X, XII, and graduation in any stream."
https://www.upes.ac.in/industry-connect/ibm,"UPES collaborates with IBM to co-brand 16 specialized programs through the Centre of Information Technology, marking the largest partnership of its kind for IBM globally. The collaboration features 30% face-to-face interaction between IBM experts and UPES students, emphasizing project-based learning. Following the renewal of their decade-long partnership in 2022, IBM offers an industry-in-classroom model where experts teach directly. Key initiatives include minor projects, capstone projects for specializations, and the Innovation Centre for Education week on campus. Currently, over 2,000 students are enrolled in IBM-UPES programs, focusing on industry-relevant skills and modern technologies."
https://www.upes.ac.in/school-of-liberal-studies/ba-hons/english,"The BA (Honours) in English program at UPES offers a comprehensive study of literature from the Old English period to the present, emphasizing poetry, prose, and critical theory. It uses a transdisciplinary approach, integrating disciplines like Gender Studies and Digital Humanities. Students receive experiential learning through community connect and internships, with opportunities for study abroad. The curriculum fosters critical thinking, analytical writing, and research skills, preparing graduates for careers in publishing, education, media, and more. Admission requires a minimum of 50% in 10th and 12th grades, with selection based on the UPES Aptitude Test or CUET performance."
https://www.upes.ac.in/blog/academic-excellence/upes-prof-wins-prestigious-grant-for-phd,"Bikram Pratim Bhuyan, Assistant Professor of Informatics at UPES School of Computer Science, has been awarded the prestigious Cotutelle Doctoral Grant to pursue his PhD at the University of Paris-Saclay, France. His research topic has been approved, allowing him to spend a year in Paris and two years at UPES for a joint PhD. The Cotutelle program offers co-supervision between two universities. Bhuyan emphasizes the importance of choosing a proper guide, balancing theory and practice, and staying updated in research fields for success in doctoral studies, particularly in Knowledge Representation in Smart Urban Agriculture."
https://www.upes.ac.in/advisory-board/dr-narayanan-srinivasan,"Dr. Narayanan Srinivasan is Professor and Head of the Department of Cognitive Science at IIT Kanpur. With 17 years of experience at the Centre of Behavioural and Cognitive Sciences, University of Allahabad, Dr. Srinivasan focuses on studying mental processes such as consciousness, attention, emotions, and decision-making through various methodologies. Dr. Narayanan Srinivasan is a fellow of the Association for Psychological Science, the National Academy of Psychology (India), and the Psychonomic Society. This profile highlights Dr. Narayanan Srinivasan's academic credentials and significant contributions to cognitive science research."
https://www.upes.ac.in/school-of-advanced-engineering/department-of-electrical-engineering,"The Department of Electrical Engineering at UPES was established in 2008, offering B.Tech. programs in Electronics & Computer Engineering and Electrical Engineering, along with a postgraduate M.Tech. in Robotics Engineering. The curriculum integrates traditional engineering with modern technologies, emphasizing AI, ML, IoT, and renewable energy. Specializations include AI and ML applications, Microelectronics, 5G & 6G technology, and Industrial Drives. The department also offers PhD programs and focuses on hands-on learning through project-based education. State-of-the-art labs and a commitment to ethical engineering prepare students for the evolving demands of the industry."
https://www.upes.ac.in/faculty/school-of-liberal-studies/rajiv-kumar,"Rajiv Kumar is an Assistant Professor at the School of Liberal Studies, UPES, with over two decades of experience in journalism and visual narratives. Rajiv Kumar's work includes contributions to prominent media outlets like Times Internet, DD News, and Outlook, specializing in documentaries, TV serials, and commercials. Rajiv Kumar's research interests focus on production design, cultural narratives in agriculture, and community engagement. Rajiv Kumar employs a practical teaching philosophy, emphasizing hands-on learning and workshops in editing, photography, and videography, preparing students for versatile roles in media. Rajiv Kumar won a national award for a documentary, enhancing awareness in the media."
https://www.upes.ac.in/school-of-business/bba/logistics-management,"The BBA in Logistics Management program at UPES School of Business delivers a specialized curriculum focusing on logistics principles tailored for manufacturing and warehouse operations. Key areas include warehouse management, stock management, automated systems, and environmental considerations. The program stresses practical experience through internships and projects, preparing graduates for diverse roles in supply chain management across various sectors. Students are equipped with strategic decision-making skills, insights into globalization's impact, and opportunities for further education. Eligibility includes a minimum of 50% marks in Classes X and XII with selection based on entrance exam performance."
https://www.upes.ac.in/school-of-business/mba/global-program-1plus1-1-year-in-upes-campus-plus-1-year-in-overseas-university,"The MBA Global Program at UPES School of Business is a two-year program allowing students to study one year on the UPES campus and one year at an international partner university. The curriculum includes subjects such as Managerial Economics, Marketing Management, and Global Business Environment, emphasizing practical application through case studies and interactive discussions. Graduates can pursue diverse careers, including roles as Global Business Managers, International Marketing Directors, and Global HR Directors. The program fosters cultural awareness, provides exposure to real-world scenarios, and prepares students for success in the global business landscape. Minimum eligibility includes 50% marks in Class X, XII, and graduation. Selection is based on UPESMET or national exams and personal interviews."
